etherStatsFragments,etherStatsOversizePkts,etherStatsPkts1024to1518Octets,etherStatsPkts128to255Octets,etherStatsPkts256to511Octets,etherStatsPkts512to1023Octets,etherStatsPkts64Octets,etherStatsPkts65to127Octets,etherStatsUndersizePkts,ifHCInOctets,ifHCOutOctets,ifInBroadcastPkts,ifInDiscards,ifInErrors,ifInMulticastPkts,ifInUcastPkts,ifInUnknownProtos,ifOutBroadcastPkts,ifOutDiscards,ifOutErrors,ifOutMulticastPkts,ifOutUcastPkts,cpu.1min,cpu.5min,cpu.5sec,class
0.0,0.0,53.11757789535567,580.4265138154027,49.12316284538507,14.437977660199882,48.844503233392125,186.61346266901822,0.0,7736.0,1143248.0,0.0,0.0,0.0,0.0,4.0,0.0,109.0,0.0,0.0,485.0,90.0,15.0,16.77768385460693,137.0,s
0.0,0.0,53.11757789535567,580.4265138154027,49.12316284538507,14.437977660199882,48.844503233392125,186.61346266901822,0.0,7288.0,1043000.0,0.0,0.0,0.0,0.0,4.0,0.0,99.0,0.0,0.0,466.0,87.0,10.0,16.77768385460693,122.0,s
0.0,0.0,53.11757789535567,580.4265138154027,49.12316284538507,14.437977660199882,48.844503233392125,186.61346266901822,0.0,6336.0,1017136.0,0.0,0.0,0.0,0.0,4.0,0.0,104.0,0.0,0.0,470.0,89.0,10.0,16.77768385460693,68.0,s
0.0,0.0,53.11757789535567,580.4265138154027,49.12316284538507,14.437977660199882,48.844503233392125,186.61346266901822,0.0,7944.0,1019920.0,0.0,0.0,0.0,0.0,4.0,0.0,104.0,0.0,0.0,467.0,88.0,6.0,16.77768385460693,72.0,s
0.0,0.0,53.11757789535567,580.4265138154027,49.12316284538507,14.437977660199882,48.844503233392125,186.61346266901822,0.0,6968.0,980600.0,0.0,0.0,0.0,0.0,4.0,0.0,96.0,0.0,0.0,451.0,87.0,6.0,19.0,70.0,s
0.0,0.0,53.11757789535567,580.4265138154027,49.12316284538507,14.437977660199882,48.844503233392125,186.61346266901822,0.0,13824.0,1013656.0,0.0,0.0,0.0,0.0,5.0,0.0,105.0,0.0,0.0,471.0,87.0,6.0,16.77768385460693,70.0,s
0.0,0.0,53.11757789535567,580.4265138154027,49.12316284538507,14.437977660199882,48.844503233392125,186.61346266901822,0.0,7904.0,1023776.0,0.0,0.0,0.0,0.0,4.0,0.0,102.0,0.0,0.0,469.0,89.0,6.0,16.77768385460693,70.0,s
0.0,0.0,53.11757789535567,580.4265138154027,49.12316284538507,14.437977660199882,48.844503233392125,186.61346266901822,0.0,7192.0,1035768.0,0.0,0.0,0.0,0.0,4.0,0.0,99.0,0.0,0.0,471.0,88.0,6.0,16.77768385460693,66.0,s
0.0,0.0,53.11757789535567,580.4265138154027,49.12316284538507,14.437977660199882,48.844503233392125,186.61346266901822,0.0,6704.0,1003144.0,0.0,0.0,0.0,0.0,4.0,0.0,99.0,0.0,0.0,466.0,93.0,6.0,16.77768385460693,74.0,s
0.0,0.0,53.11757789535567,580.4265138154027,49.12316284538507,14.437977660199882,48.844503233392125,186.61346266901822,0.0,7448.0,967416.0,0.0,0.0,0.0,0.0,4.0,0.0,95.0,0.0,0.0,460.0,79.0,6.0,7.0,68.0,s
0.0,0.0,53.11757789535567,580.4265138154027,49.12316284538507,14.437977660199882,48.844503233392125,186.61346266901822,0.0,14168.0,1008656.0,0.0,0.0,0.0,0.0,5.0,0.0,103.0,0.0,0.0,453.0,87.0,6.0,16.77768385460693,70.0,s
0.0,0.0,53.11757789535567,580.4265138154027,49.12316284538507,14.437977660199882,48.844503233392125,186.61346266901822,0.0,7848.0,1027160.0,0.0,0.0,0.0,0.0,4.0,0.0,105.0,0.0,0.0,478.0,89.0,6.0,16.77768385460693,70.0,s
0.0,0.0,53.11757789535567,580.4265138154027,49.12316284538507,14.437977660199882,48.844503233392125,186.61346266901822,0.0,7184.0,980560.0,0.0,0.0,0.0,0.0,4.0,0.0,103.0,0.0,0.0,461.0,79.0,6.0,16.77768385460693,68.0,s
0.0,0.0,53.11757789535567,580.4265138154027,49.12316284538507,14.437977660199882,48.844503233392125,186.61346266901822,0.0,6968.0,987856.0,0.0,0.0,0.0,0.0,4.0,0.0,97.0,0.0,0.0,449.0,90.0,6.0,16.77768385460693,68.0,s
0.0,0.0,53.11757789535567,580.4265138154027,49.12316284538507,14.437977660199882,48.844503233392125,186.61346266901822,0.0,13688.0,1013704.0,0.0,0.0,0.0,0.0,5.0,0.0,105.0,0.0,0.0,474.0,88.0,6.0,6.0,72.0,s
0.0,0.0,53.11757789535567,580.4265138154027,49.12316284538507,14.437977660199882,48.844503233392125,186.61346266901822,0.0,7872.0,967312.0,0.0,0.0,0.0,0.0,4.0,0.0,96.0,0.0,0.0,451.0,81.0,6.0,16.77768385460693,116.0,s
0.0,0.0,53.11757789535567,580.4265138154027,49.12316284538507,14.437977660199882,48.844503233392125,186.61346266901822,0.0,8032.0,1051752.0,0.0,0.0,0.0,0.0,4.0,0.0,103.0,0.0,0.0,488.0,78.0,10.0,16.77768385460693,118.0,s
0.0,0.0,53.11757789535567,580.4265138154027,49.12316284538507,14.437977660199882,48.844503233392125,186.61346266901822,0.0,7544.0,958952.0,0.0,0.0,0.0,0.0,4.0,0.0,95.0,0.0,0.0,450.0,77.0,10.0,16.77768385460693,66.0,s
0.0,0.0,53.11757789535567,580.4265138154027,49.12316284538507,14.437977660199882,48.844503233392125,186.61346266901822,0.0,7664.0,997496.0,0.0,0.0,0.0,0.0,4.0,0.0,107.0,0.0,0.0,468.0,82.0,6.0,16.77768385460693,70.0,s
0.0,0.0,53.11757789535567,580.4265138154027,49.12316284538507,14.437977660199882,48.844503233392125,186.61346266901822,0.0,7248.0,978280.0,0.0,0.0,0.0,0.0,4.0,0.0,101.0,0.0,0.0,462.0,77.0,6.0,7.0,72.0,s
0.0,0.0,53.11757789535567,580.4265138154027,49.12316284538507,14.437977660199882,48.844503233392125,186.61346266901822,0.0,7408.0,1009160.0,0.0,0.0,0.0,0.0,4.0,0.0,102.0,0.0,0.0,466.0,89.0,6.0,16.77768385460693,76.0,s
